subject,item,accuracy,latency,valence,length,frequency
15,news,1,488,5.3,4,145.58
15,pain,1,451,2.13,4,73.38
15,pig,1,486,5.07,3,13.51
15,quarrel,1,447,2.93,7,5.83
15,rattle,1,569,5.03,6,3.77
15,safe,1,728,7.07,4,69.73
15,scum,1,476,2.43,4,5.78
15,shadow,1,824,4.35,6,30.95
15,sin,1,775,2.8,3,13.61
15,slap,1,556,2.95,4,4.88
15,snuggle,1,459,7.92,7,0.33
15,stress,1,515,2.09,6,48.7
15,table,1,571,5.22,5,202
15,tank,1,385,5.16,4,33.24
15,toothache,1,699,1.98,9,0.98
15,toy,1,500,7,3,9.77
15,trust,1,476,6.68,5,101.98
15,useful,1,565,7.14,6,100.71
15,vehicle,1,577,6.27,7,42.23
15,village,1,486,5.92,7,113.4
15,watch,1,481,5.78,5,95.57
15,world,1,460,6.5,5,590.31
16,alert,1,639,6.2,5,16
16,beggar,1,1009,3.22,6,2.42
16,brave,0,826,7.15,5,18.3
16,breeze,1,525,6.85,6,13.81
16,caress,1,696,7.84,6,2.13
16,charm,1,711,6.77,5,14.25
16,cow,1,757,5.57,3,13.96
16,crude,1,844,3.12,5,13.7
16,crutch,1,804,3.43,6,1.17
16,cyclone,1,691,3.6,7,0.95
16,earth,1,546,7.15,5,97.15
16,fun,1,436,8.37,3,51.21
16,game,1,662,6.98,4,150.08
16,hard,1,545,5.22,4,229.35
16,hat,1,624,5.46,3,31.37
16,hotel,1,691,6,5,114.47
16,hurt,1,463,1.9,4,45.81
16,idiot,1,468,3.16,5,6.49
16,improve,0,689,7.65,7,62.08
16,interest,1,542,6.97,8,276.11
16,iron,1,772,4.9,4,47.5
16,lost,1,552,2.82,4,194.2
16,louse,1,661,2.81,5,0.5
16,manure,1,714,3.1,6,3.01
16,market,1,482,5.66,6,300.78
16,medicine,1,980,5.67,8,27.87
16,nectar,1,1402,6.9,6,1.47
16,needle,1,1130,3.82,6,12.49
16,neglect,1,667,2.63,7,12.05
16,noisy,1,674,5.02,5,10.23
16,penis,1,952,5.9,5,5.34
16,pinch,1,702,3.83,5,5.59
16,pollute,1,656,1.85,7,1.14
16,pressure,0,675,3.38,8,119.75
16,radiant,1,422,6.73,7,2.45
16,reward,1,529,7.53,6,19.79
16,scandal,1,888,3.32,7,14.73
16,snake,1,439,3.31,5,7.54
16,snob,1,527,3.36,4,1.25
16,sour,1,497,3.93,4,6.66
16,space,1,451,6.78,5,126.54
16,spirit,1,583,7,6,64.9
16,stool,1,500,4.56,5,8.64
16,talent,1,542,7.56,6,20.95
16,theory,1,511,5.3,6,131.29
16,thief,1,505,2.13,5,7.57
16,toxic,1,568,2.1,5,12.2
16,travel,1,618,7.1,6,72.71
16,trophy,1,1259,7.78,6,13.03
16,trunk,1,481,5.09,5,8.16
16,wasp,1,696,3.37,4,2.58
16,wife,1,529,6.33,4,171.06
16,windmill,1,795,5.6,8,1.94
16,writer,1,654,5.52,6,37.42
17,alive,1,370,7.25,5,42.54
17,bandage,1,409,4.54,7,2.53
17,bright,1,395,7.5,6,55.4
17,carcass,1,423,3.34,7,1.4
17,cheer,1,393,8.1,5,7.81
17,coast,1,427,5.98,5,47.01
17,detail,1,533,5.55,6,62.23
17,devil,1,367,2.21,5,17.32
17,door,1,337,5.13,4,253.65
17,evil,1,375,3.23,4,28.83
17,face,1,300,6.39,4,349.78
17,fat,1,347,2.28,3,46.11
17,foul,1,360,2.81,4,10.43
17,glass,1,402,4.75,5,98.56
17,grenade,1,505,3.6,7,1.94
17,hatred,1,737,1.98,6,10.52
17,heal,1,459,7.09,4,5.24
17,kettle,1,313,5.22,6,9.25
17,kick,1,486,4.31,4,23.24
17,kind,1,401,7.59,4,237.97
17,lesbian,1,458,4.67,7,7.13
17,maggot,0,537,2.06,6,2.35
17,moral,1,444,6.2,5,53.95
17,mountain,1,354,6.59,8,39.61
17,news,1,374,5.3,4,145.58
17,pain,1,403,2.13,4,73.38
17,pig,1,394,5.07,3,13.51
17,quarrel,1,986,2.93,7,5.83
17,rattle,1,490,5.03,6,3.77
17,safe,1,409,7.07,4,69.73
17,scum,1,396,2.43,4,5.78
17,shadow,1,364,4.35,6,30.95
17,sin,1,370,2.8,3,13.61
17,slap,1,513,2.95,4,4.88
17,snuggle,1,385,7.92,7,0.33
17,stress,1,478,2.09,6,48.7
17,table,1,316,5.22,5,202
17,tank,1,362,5.16,4,33.24
17,toothache,1,551,1.98,9,0.98
17,toy,1,405,7,3,9.77
17,trust,1,382,6.68,5,101.98
17,useful,1,414,7.14,6,100.71
17,vehicle,1,449,6.27,7,42.23
17,village,1,340,5.92,7,113.4
17,watch,1,382,5.78,5,95.57
17,world,1,347,6.5,5,590.31
18,alert,1,456,6.2,5,16
18,beggar,1,517,3.22,6,2.42
18,brave,1,458,7.15,5,18.3
18,breeze,1,480,6.85,6,13.81
18,caress,0,688,7.84,6,2.13
18,charm,1,435,6.77,5,14.25
18,cow,1,418,5.57,3,13.96
18,crude,1,478,3.12,5,13.7
18,crutch,0,404,3.43,6,1.17
18,cyclone,1,485,3.6,7,0.95
18,earth,1,419,7.15,5,97.15
18,fun,1,440,8.37,3,51.21
18,game,1,471,6.98,4,150.08
18,hard,1,531,5.22,4,229.35
18,hat,1,416,5.46,3,31.37
18,hotel,1,461,6,5,114.47
18,hurt,1,548,1.9,4,45.81
18,idiot,1,388,3.16,5,6.49
18,improve,1,491,7.65,7,62.08
18,interest,1,565,6.97,8,276.11
18,iron,1,402,4.9,4,47.5
18,lost,1,368,2.82,4,194.2
18,louse,1,470,2.81,5,0.5
18,manure,1,626,3.1,6,3.01
18,market,1,431,5.66,6,300.78
18,medicine,1,410,5.67,8,27.87
18,nectar,1,547,6.9,6,1.47
18,needle,1,429,3.82,6,12.49
18,neglect,1,400,2.63,7,12.05
18,noisy,1,467,5.02,5,10.23
18,penis,1,595,5.9,5,5.34
18,pinch,1,524,3.83,5,5.59
18,pollute,1,559,1.85,7,1.14
18,pressure,1,434,3.38,8,119.75
18,radiant,1,571,6.73,7,2.45
18,reward,1,462,7.53,6,19.79
18,scandal,1,447,3.32,7,14.73
18,snake,1,466,3.31,5,7.54
18,snob,1,412,3.36,4,1.25
18,sour,1,476,3.93,4,6.66
18,space,1,388,6.78,5,126.54
18,spirit,1,456,7,6,64.9
18,stool,1,799,4.56,5,8.64
18,talent,1,463,7.56,6,20.95
18,theory,1,380,5.3,6,131.29
18,thief,1,423,2.13,5,7.57
18,toxic,1,454,2.1,5,12.2
18,travel,1,546,7.1,6,72.71
18,trophy,1,535,7.78,6,13.03
18,trunk,1,485,5.09,5,8.16
18,wasp,1,526,3.37,4,2.58
18,wife,1,464,6.33,4,171.06
18,windmill,1,504,5.6,8,1.94
18,writer,1,449,5.52,6,37.42
19,alive,1,450,7.25,5,42.54
19,bandage,1,537,4.54,7,2.53
19,bright,1,626,7.5,6,55.4
19,carcass,1,604,3.34,7,1.4
19,cheer,1,434,8.1,5,7.81
19,coast,1,470,5.98,5,47.01
19,detail,1,472,5.55,6,62.23
19,devil,1,480,2.21,5,17.32
19,door,1,514,5.13,4,253.65
19,evil,1,527,3.23,4,28.83
19,face,1,911,6.39,4,349.78
19,fat,1,476,2.28,3,46.11
19,foul,1,467,2.81,4,10.43
19,glass,1,530,4.75,5,98.56
19,grenade,1,902,3.6,7,1.94
19,hatred,1,617,1.98,6,10.52
19,heal,1,594,7.09,4,5.24
19,kettle,1,484,5.22,6,9.25
19,kick,1,428,4.31,4,23.24
19,kind,1,856,7.59,4,237.97
19,lesbian,1,565,4.67,7,7.13
19,maggot,1,584,2.06,6,2.35
19,moral,1,819,6.2,5,53.95
19,mountain,1,508,6.59,8,39.61
19,news,1,534,5.3,4,145.58
19,pain,1,481,2.13,4,73.38
19,pig,1,478,5.07,3,13.51
19,quarrel,1,1094,2.93,7,5.83
19,rattle,1,519,5.03,6,3.77
19,safe,1,705,7.07,4,69.73
19,scum,1,581,2.43,4,5.78
19,shadow,1,1249,4.35,6,30.95
19,sin,1,559,2.8,3,13.61
19,slap,1,435,2.95,4,4.88
19,snuggle,1,727,7.92,7,0.33
19,stress,1,633,2.09,6,48.7
19,table,1,702,5.22,5,202
19,tank,1,488,5.16,4,33.24
19,toothache,1,599,1.98,9,0.98
19,toy,1,624,7,3,9.77
19,trust,1,584,6.68,5,101.98
19,useful,1,477,7.14,6,100.71
19,vehicle,1,589,6.27,7,42.23
19,village,1,635,5.92,7,113.4
19,watch,1,552,5.78,5,95.57
19,world,1,542,6.5,5,590.31
20,alert,1,572,6.2,5,16
20,beggar,1,594,3.22,6,2.42
20,brave,1,812,7.15,5,18.3
20,breeze,1,489,6.85,6,13.81
20,caress,1,778,7.84,6,2.13
20,charm,1,619,6.77,5,14.25
20,cow,1,573,5.57,3,13.96
20,crude,1,498,3.12,5,13.7
20,crutch,1,683,3.43,6,1.17
20,cyclone,1,723,3.6,7,0.95
20,earth,1,614,7.15,5,97.15
20,fun,1,453,8.37,3,51.21
20,game,1,527,6.98,4,150.08
20,hard,1,481,5.22,4,229.35
20,hat,1,479,5.46,3,31.37
20,hotel,1,492,6,5,114.47
20,hurt,1,559,1.9,4,45.81
20,idiot,1,614,3.16,5,6.49
20,improve,1,598,7.65,7,62.08
20,interest,1,533,6.97,8,276.11
20,iron,1,463,4.9,4,47.5
20,lost,1,1197,2.82,4,194.2
20,louse,1,2377,2.81,5,0.5
20,manure,0,611,3.1,6,3.01
20,market,1,748,5.66,6,300.78
20,medicine,1,589,5.67,8,27.87
20,nectar,1,685,6.9,6,1.47
20,needle,1,631,3.82,6,12.49
20,neglect,1,598,2.63,7,12.05
20,noisy,1,1009,5.02,5,10.23
20,penis,1,578,5.9,5,5.34
20,pinch,1,610,3.83,5,5.59
20,pollute,1,610,1.85,7,1.14
20,pressure,1,646,3.38,8,119.75
20,radiant,1,507,6.73,7,2.45
20,reward,1,615,7.53,6,19.79
20,scandal,1,502,3.32,7,14.73
20,snake,1,456,3.31,5,7.54
20,snob,1,560,3.36,4,1.25
20,sour,1,621,3.93,4,6.66
20,space,1,553,6.78,5,126.54
20,spirit,1,491,7,6,64.9
20,stool,1,517,4.56,5,8.64
20,talent,1,471,7.56,6,20.95
20,theory,1,477,5.3,6,131.29
20,thief,1,504,2.13,5,7.57
20,toxic,1,575,2.1,5,12.2
20,travel,1,581,7.1,6,72.71
20,trophy,1,726,7.78,6,13.03
20,trunk,1,634,5.09,5,8.16
20,wasp,1,696,3.37,4,2.58
20,wife,1,479,6.33,4,171.06
20,windmill,1,755,5.6,8,1.94
20,writer,1,547,5.52,6,37.42
21,alive,1,443,7.25,5,42.54
21,bandage,1,474,4.54,7,2.53
21,bright,1,671,7.5,6,55.4
21,carcass,1,973,3.34,7,1.4
21,cheer,1,675,8.1,5,7.81
21,coast,1,560,5.98,5,47.01
21,detail,1,527,5.55,6,62.23
21,devil,1,557,2.21,5,17.32
21,door,1,520,5.13,4,253.65
21,evil,1,1923,3.23,4,28.83
21,face,1,431,6.39,4,349.78
21,fat,1,540,2.28,3,46.11
21,foul,1,614,2.81,4,10.43
21,glass,1,530,4.75,5,98.56
21,grenade,1,913,3.6,7,1.94
21,hatred,1,1026,1.98,6,10.52
21,heal,1,585,7.09,4,5.24
21,kettle,1,857,5.22,6,9.25
21,kick,1,448,4.31,4,23.24
21,kind,1,515,7.59,4,237.97
21,lesbian,1,746,4.67,7,7.13
21,maggot,1,760,2.06,6,2.35
21,moral,1,646,6.2,5,53.95
21,mountain,1,881,6.59,8,39.61
21,news,1,501,5.3,4,145.58
21,pain,1,407,2.13,4,73.38
21,pig,1,604,5.07,3,13.51
21,quarrel,1,935,2.93,7,5.83
21,rattle,1,531,5.03,6,3.77
21,safe,1,436,7.07,4,69.73
21,scum,1,562,2.43,4,5.78
21,shadow,1,531,4.35,6,30.95
21,sin,1,693,2.8,3,13.61
21,slap,1,577,2.95,4,4.88
21,snuggle,1,878,7.92,7,0.33
21,stress,1,502,2.09,6,48.7
21,table,1,569,5.22,5,202
21,tank,1,498,5.16,4,33.24
21,toothache,1,569,1.98,9,0.98
21,toy,1,511,7,3,9.77
21,trust,1,423,6.68,5,101.98
21,useful,1,513,7.14,6,100.71
21,vehicle,1,539,6.27,7,42.23
21,village,1,538,5.92,7,113.4
21,watch,1,685,5.78,5,95.57
21,world,1,538,6.5,5,590.31
22,alert,1,477,6.2,5,16
22,beggar,1,579,3.22,6,2.42
22,brave,0,547,7.15,5,18.3
22,breeze,1,587,6.85,6,13.81
22,caress,1,529,7.84,6,2.13
22,charm,1,538,6.77,5,14.25
22,cow,1,418,5.57,3,13.96
22,crude,1,773,3.12,5,13.7
22,crutch,1,569,3.43,6,1.17
22,cyclone,1,531,3.6,7,0.95
22,earth,1,505,7.15,5,97.15
22,fun,1,572,8.37,3,51.21
22,game,1,455,6.98,4,150.08
22,hard,1,471,5.22,4,229.35
22,hat,1,855,5.46,3,31.37
22,hotel,1,459,6,5,114.47
22,hurt,1,412,1.9,4,45.81
22,idiot,1,387,3.16,5,6.49
22,improve,1,409,7.65,7,62.08
22,interest,1,393,6.97,8,276.11
22,iron,1,398,4.9,4,47.5
22,lost,1,481,2.82,4,194.2
22,louse,1,594,2.81,5,0.5
22,manure,1,751,3.1,6,3.01
22,market,1,482,5.66,6,300.78
22,medicine,1,516,5.67,8,27.87
22,nectar,1,534,6.9,6,1.47
22,needle,1,439,3.82,6,12.49
22,neglect,1,520,2.63,7,12.05
22,noisy,1,631,5.02,5,10.23
22,penis,1,570,5.9,5,5.34
22,pinch,1,462,3.83,5,5.59
22,pollute,1,616,1.85,7,1.14
22,pressure,1,539,3.38,8,119.75
22,radiant,1,650,6.73,7,2.45
22,reward,1,429,7.53,6,19.79
22,scandal,1,619,3.32,7,14.73
22,snake,1,492,3.31,5,7.54
22,snob,1,607,3.36,4,1.25
22,sour,1,455,3.93,4,6.66
22,space,1,584,6.78,5,126.54
22,spirit,1,507,7,6,64.9
22,stool,1,474,4.56,5,8.64
22,talent,1,493,7.56,6,20.95
22,theory,1,764,5.3,6,131.29
22,thief,1,530,2.13,5,7.57
22,toxic,1,444,2.1,5,12.2
22,travel,1,440,7.1,6,72.71
22,trophy,1,539,7.78,6,13.03
22,trunk,1,432,5.09,5,8.16
22,wasp,1,466,3.37,4,2.58
22,wife,1,515,6.33,4,171.06
22,windmill,1,678,5.6,8,1.94
22,writer,1,460,5.52,6,37.42
24,alert,1,448,6.2,5,16
24,beggar,1,496,3.22,6,2.42
24,brave,1,628,7.15,5,18.3
24,breeze,1,600,6.85,6,13.81
24,caress,1,681,7.84,6,2.13
24,charm,1,538,6.77,5,14.25
24,cow,1,567,5.57,3,13.96
24,crude,1,442,3.12,5,13.7
24,crutch,1,645,3.43,6,1.17
24,cyclone,1,527,3.6,7,0.95
24,earth,1,525,7.15,5,97.15
24,fun,1,435,8.37,3,51.21
24,game,1,562,6.98,4,150.08
24,hard,1,507,5.22,4,229.35
24,hat,1,414,5.46,3,31.37
24,hotel,1,440,6,5,114.47
24,hurt,1,410,1.9,4,45.81
24,idiot,1,487,3.16,5,6.49
24,improve,1,431,7.65,7,62.08
24,interest,1,484,6.97,8,276.11
24,iron,1,584,4.9,4,47.5
24,lost,1,427,2.82,4,194.2
24,louse,1,789,2.81,5,0.5
24,manure,1,457,3.1,6,3.01
24,market,1,515,5.66,6,300.78
24,medicine,1,535,5.67,8,27.87
24,nectar,1,625,6.9,6,1.47
24,needle,1,531,3.82,6,12.49
24,neglect,1,505,2.63,7,12.05
24,noisy,1,554,5.02,5,10.23
24,penis,1,683,5.9,5,5.34
24,pinch,1,471,3.83,5,5.59
24,pollute,1,577,1.85,7,1.14
24,pressure,1,561,3.38,8,119.75
24,radiant,1,555,6.73,7,2.45
24,reward,1,610,7.53,6,19.79
24,scandal,1,550,3.32,7,14.73
24,snake,1,534,3.31,5,7.54
24,snob,1,472,3.36,4,1.25
24,sour,1,532,3.93,4,6.66
24,space,1,472,6.78,5,126.54
24,spirit,1,502,7,6,64.9
24,stool,1,641,4.56,5,8.64
24,talent,1,534,7.56,6,20.95
24,theory,1,403,5.3,6,131.29
24,thief,1,671,2.13,5,7.57
24,toxic,1,459,2.1,5,12.2
24,travel,1,418,7.1,6,72.71
24,trophy,1,610,7.78,6,13.03
24,trunk,1,487,5.09,5,8.16
24,wasp,1,642,3.37,4,2.58
24,wife,1,452,6.33,4,171.06
24,windmill,1,622,5.6,8,1.94
24,writer,1,475,5.52,6,37.42
27,alive,1,540,7.25,5,42.54
27,bandage,1,554,4.54,7,2.53
27,bright,1,532,7.5,6,55.4
27,carcass,0,3748,3.34,7,1.4
27,cheer,1,437,8.1,5,7.81
27,coast,1,517,5.98,5,47.01
27,detail,1,507,5.55,6,62.23
27,devil,1,593,2.21,5,17.32
27,door,1,485,5.13,4,253.65
27,evil,1,503,3.23,4,28.83
27,face,1,483,6.39,4,349.78
27,fat,1,487,2.28,3,46.11
27,foul,1,643,2.81,4,10.43
27,glass,1,453,4.75,5,98.56
27,grenade,1,530,3.6,7,1.94
27,hatred,1,527,1.98,6,10.52
27,heal,1,730,7.09,4,5.24
27,kettle,1,558,5.22,6,9.25
27,kick,1,512,4.31,4,23.24
27,kind,1,396,7.59,4,237.97
27,lesbian,1,571,4.67,7,7.13
27,maggot,1,698,2.06,6,2.35
27,moral,1,544,6.2,5,53.95
27,mountain,1,514,6.59,8,39.61
27,news,1,515,5.3,4,145.58
27,pain,1,563,2.13,4,73.38
27,pig,1,517,5.07,3,13.51
27,quarrel,1,501,2.93,7,5.83
27,rattle,1,513,5.03,6,3.77
27,safe,1,507,7.07,4,69.73
27,scum,1,446,2.43,4,5.78
27,shadow,1,492,4.35,6,30.95
27,sin,1,500,2.8,3,13.61
27,slap,1,492,2.95,4,4.88
27,snuggle,0,690,7.92,7,0.33
27,stress,1,602,2.09,6,48.7
27,table,1,1343,5.22,5,202
27,tank,1,411,5.16,4,33.24
27,toothache,1,571,1.98,9,0.98
27,toy,1,518,7,3,9.77
27,trust,1,480,6.68,5,101.98
27,useful,1,474,7.14,6,100.71
27,vehicle,1,566,6.27,7,42.23
27,village,1,531,5.92,7,113.4
27,watch,1,590,5.78,5,95.57
27,world,1,466,6.5,5,590.31
28,alert,1,466,6.2,5,16
28,beggar,1,626,3.22,6,2.42
28,brave,1,530,7.15,5,18.3
28,breeze,1,594,6.85,6,13.81
28,caress,1,586,7.84,6,2.13
28,charm,1,699,6.77,5,14.25
28,cow,1,567,5.57,3,13.96
28,crude,1,483,3.12,5,13.7
28,crutch,1,1343,3.43,6,1.17
28,cyclone,1,607,3.6,7,0.95
28,earth,1,490,7.15,5,97.15
28,fun,1,602,8.37,3,51.21
28,game,1,786,6.98,4,150.08
28,hard,1,562,5.22,4,229.35
28,hat,1,692,5.46,3,31.37
28,hotel,1,512,6,5,114.47
28,hurt,1,514,1.9,4,45.81
28,idiot,1,455,3.16,5,6.49
28,improve,1,476,7.65,7,62.08
28,interest,1,483,6.97,8,276.11
28,iron,1,695,4.9,4,47.5
28,lost,1,550,2.82,4,194.2
28,louse,1,970,2.81,5,0.5
28,manure,1,521,3.1,6,3.01
28,market,1,519,5.66,6,300.78
28,medicine,1,486,5.67,8,27.87
28,nectar,1,706,6.9,6,1.47
28,needle,1,502,3.82,6,12.49
28,neglect,1,514,2.63,7,12.05
28,noisy,1,518,5.02,5,10.23
28,penis,1,544,5.9,5,5.34
28,pinch,1,552,3.83,5,5.59
28,pollute,0,454,1.85,7,1.14
28,pressure,1,610,3.38,8,119.75
28,radiant,1,527,6.73,7,2.45
28,reward,1,536,7.53,6,19.79
28,scandal,1,530,3.32,7,14.73
28,snake,1,582,3.31,5,7.54
28,snob,1,474,3.36,4,1.25
28,sour,1,466,3.93,4,6.66
28,space,1,467,6.78,5,126.54
28,spirit,1,486,7,6,64.9
28,stool,1,638,4.56,5,8.64
28,talent,1,494,7.56,6,20.95
28,theory,1,581,5.3,6,131.29
28,thief,1,545,2.13,5,7.57
28,toxic,1,521,2.1,5,12.2
28,travel,1,520,7.1,6,72.71
28,trophy,1,453,7.78,6,13.03
28,trunk,1,703,5.09,5,8.16
28,wasp,1,542,3.37,4,2.58
28,wife,1,459,6.33,4,171.06
28,windmill,1,588,5.6,8,1.94
28,writer,1,623,5.52,6,37.42
29,alive,1,436,7.25,5,42.54
29,bandage,1,514,4.54,7,2.53
29,bright,1,369,7.5,6,55.4
29,carcass,1,481,3.34,7,1.4
29,cheer,1,422,8.1,5,7.81
29,coast,1,467,5.98,5,47.01
29,detail,1,417,5.55,6,62.23
29,devil,1,542,2.21,5,17.32
29,door,1,446,5.13,4,253.65
29,evil,1,511,3.23,4,28.83
29,face,1,425,6.39,4,349.78
29,fat,1,468,2.28,3,46.11
29,foul,1,452,2.81,4,10.43
29,glass,1,397,4.75,5,98.56
29,grenade,1,471,3.6,7,1.94
29,hatred,1,483,1.98,6,10.52
29,heal,1,387,7.09,4,5.24
29,kettle,1,415,5.22,6,9.25
29,kick,1,383,4.31,4,23.24
29,kind,1,397,7.59,4,237.97
29,lesbian,1,452,4.67,7,7.13
29,maggot,1,594,2.06,6,2.35
29,moral,1,513,6.2,5,53.95
29,mountain,1,425,6.59,8,39.61
29,news,1,532,5.3,4,145.58
29,pain,1,823,2.13,4,73.38
29,pig,1,435,5.07,3,13.51
29,quarrel,1,483,2.93,7,5.83
29,rattle,1,453,5.03,6,3.77
29,safe,1,453,7.07,4,69.73
29,scum,1,569,2.43,4,5.78
29,shadow,1,384,4.35,6,30.95
29,sin,1,403,2.8,3,13.61
29,slap,1,464,2.95,4,4.88
29,snuggle,1,365,7.92,7,0.33
29,stress,1,402,2.09,6,48.7
29,table,1,518,5.22,5,202
29,tank,1,438,5.16,4,33.24
29,toothache,1,561,1.98,9,0.98
29,toy,1,397,7,3,9.77
29,trust,1,446,6.68,5,101.98
29,useful,1,519,7.14,6,100.71
29,vehicle,1,418,6.27,7,42.23
29,village,1,436,5.92,7,113.4
29,watch,1,428,5.78,5,95.57
29,world,1,432,6.5,5,590.31
30,alert,1,481,6.2,5,16
30,beggar,1,672,3.22,6,2.42
30,brave,1,491,7.15,5,18.3
30,breeze,1,587,6.85,6,13.81
30,caress,1,488,7.84,6,2.13
30,charm,1,450,6.77,5,14.25
30,cow,1,590,5.57,3,13.96
30,crude,1,550,3.12,5,13.7
30,crutch,1,490,3.43,6,1.17
30,cyclone,1,1053,3.6,7,0.95
30,earth,0,440,7.15,5,97.15
30,fun,1,413,8.37,3,51.21
30,game,1,456,6.98,4,150.08
30,hard,1,520,5.22,4,229.35
30,hat,1,604,5.46,3,31.37
30,hotel,1,519,6,5,114.47
30,hurt,1,462,1.9,4,45.81
30,idiot,1,446,3.16,5,6.49
30,improve,1,488,7.65,7,62.08
30,interest,1,476,6.97,8,276.11
30,iron,1,532,4.9,4,47.5
30,lost,1,395,2.82,4,194.2
30,louse,1,707,2.81,5,0.5
30,manure,1,521,3.1,6,3.01
30,market,1,417,5.66,6,300.78
30,medicine,1,473,5.67,8,27.87
30,nectar,1,653,6.9,6,1.47
30,needle,1,496,3.82,6,12.49
30,neglect,1,559,2.63,7,12.05
30,noisy,1,504,5.02,5,10.23
30,penis,1,803,5.9,5,5.34
30,pinch,1,643,3.83,5,5.59
30,pollute,1,654,1.85,7,1.14
30,pressure,1,513,3.38,8,119.75
30,radiant,1,640,6.73,7,2.45
30,reward,1,503,7.53,6,19.79
30,scandal,1,831,3.32,7,14.73
30,snake,1,611,3.31,5,7.54
30,snob,1,493,3.36,4,1.25
30,sour,1,428,3.93,4,6.66
30,space,1,412,6.78,5,126.54
30,spirit,1,476,7,6,64.9
30,stool,1,484,4.56,5,8.64
30,talent,1,515,7.56,6,20.95
30,theory,1,490,5.3,6,131.29
30,thief,1,511,2.13,5,7.57
30,toxic,1,480,2.1,5,12.2
30,travel,1,428,7.1,6,72.71
30,trophy,1,714,7.78,6,13.03
30,trunk,1,636,5.09,5,8.16
30,wasp,1,389,3.37,4,2.58
30,wife,1,479,6.33,4,171.06
30,windmill,1,512,5.6,8,1.94
30,writer,1,529,5.52,6,37.42
31,alive,1,642,7.25,5,42.54
31,bandage,1,959,4.54,7,2.53
31,bright,1,568,7.5,6,55.4
31,carcass,1,617,3.34,7,1.4
31,cheer,1,512,8.1,5,7.81
31,coast,1,598,5.98,5,47.01
31,detail,1,596,5.55,6,62.23
31,devil,1,517,2.21,5,17.32
31,door,1,653,5.13,4,253.65
31,evil,1,496,3.23,4,28.83
31,face,1,672,6.39,4,349.78
31,fat,1,927,2.28,3,46.11
31,foul,1,555,2.81,4,10.43
31,glass,1,659,4.75,5,98.56
31,grenade,1,542,3.6,7,1.94
31,hatred,1,530,1.98,6,10.52
31,heal,1,604,7.09,4,5.24
31,kettle,1,654,5.22,6,9.25
31,kick,1,486,4.31,4,23.24
31,kind,1,549,7.59,4,237.97
31,lesbian,1,584,4.67,7,7.13
31,maggot,1,538,2.06,6,2.35
31,moral,1,1022,6.2,5,53.95
31,mountain,1,524,6.59,8,39.61
31,news,1,498,5.3,4,145.58
31,pain,1,449,2.13,4,73.38
31,pig,1,505,5.07,3,13.51
31,quarrel,1,644,2.93,7,5.83
31,rattle,1,2002,5.03,6,3.77
31,safe,1,567,7.07,4,69.73
31,scum,1,655,2.43,4,5.78
31,shadow,1,602,4.35,6,30.95
31,sin,1,1328,2.8,3,13.61
31,slap,1,603,2.95,4,4.88
31,snuggle,1,548,7.92,7,0.33
31,stress,1,579,2.09,6,48.7
31,table,1,444,5.22,5,202
31,tank,1,498,5.16,4,33.24
31,toothache,1,640,1.98,9,0.98
31,toy,1,514,7,3,9.77
31,trust,1,518,6.68,5,101.98
31,useful,1,600,7.14,6,100.71
31,vehicle,1,536,6.27,7,42.23
31,village,1,567,5.92,7,113.4
31,watch,1,511,5.78,5,95.57
31,world,1,632,6.5,5,590.31
32,alert,1,397,6.2,5,16
32,beggar,0,340,3.22,6,2.42
32,brave,1,408,7.15,5,18.3
32,breeze,1,502,6.85,6,13.81
32,caress,1,484,7.84,6,2.13
32,charm,1,396,6.77,5,14.25
32,cow,1,395,5.57,3,13.96
32,crude,1,603,3.12,5,13.7
32,crutch,1,776,3.43,6,1.17
32,cyclone,1,453,3.6,7,0.95
32,earth,0,535,7.15,5,97.15
32,fun,1,421,8.37,3,51.21
32,game,1,842,6.98,4,150.08
32,hard,1,862,5.22,4,229.35
32,hat,1,1422,5.46,3,31.37
32,hotel,1,436,6,5,114.47
32,hurt,1,720,1.9,4,45.81
32,idiot,1,395,3.16,5,6.49
32,improve,1,475,7.65,7,62.08
32,interest,1,439,6.97,8,276.11
32,iron,1,384,4.9,4,47.5
32,lost,1,497,2.82,4,194.2
32,louse,1,994,2.81,5,0.5
32,manure,1,551,3.1,6,3.01
32,market,1,675,5.66,6,300.78
32,medicine,1,451,5.67,8,27.87
32,nectar,1,589,6.9,6,1.47
32,needle,1,433,3.82,6,12.49
32,neglect,1,472,2.63,7,12.05
32,noisy,1,440,5.02,5,10.23
32,penis,1,930,5.9,5,5.34
32,pinch,1,457,3.83,5,5.59
32,pollute,1,422,1.85,7,1.14
32,pressure,1,475,3.38,8,119.75
32,radiant,1,506,6.73,7,2.45
32,reward,1,1169,7.53,6,19.79
32,scandal,1,599,3.32,7,14.73
32,snake,1,420,3.31,5,7.54
32,snob,1,1162,3.36,4,1.25
32,sour,1,716,3.93,4,6.66
32,space,1,471,6.78,5,126.54
32,spirit,1,1629,7,6,64.9
32,stool,1,443,4.56,5,8.64
32,talent,1,1051,7.56,6,20.95
32,theory,1,474,5.3,6,131.29
32,thief,1,522,2.13,5,7.57
32,toxic,1,503,2.1,5,12.2
32,travel,1,548,7.1,6,72.71
32,trophy,1,506,7.78,6,13.03
